,Unnamed: 0,Assists,AssistsPercentage,BlockedShots,BlocksPercentage,DefensiveRebounds,DefensiveReboundsPercentage,DoubleDoubles,EffectiveFieldGoalsPercentage,FantasyPoints,FantasyPointsDraftKings,FantasyPointsFanDuel,FantasyPointsFantasyDraft,FantasyPointsYahoo,FieldGoalsAttempted,FieldGoalsMade,FieldGoalsPercentage,FreeThrowsAttempted,FreeThrowsMade,FreeThrowsPercentage,Games,GlobalTeamID,IsClosed,Minutes,Name,OffensiveRebounds,OffensiveReboundsPercentage,PersonalFouls,PlayerEfficiencyRating,PlayerID,PlusMinus,Points,Position,Rebounds,Season,SeasonType,Seconds,Started,StatID,Steals,StealsPercentage,Team,TeamID,ThreePointersAttempted,ThreePointersMade,ThreePointersPercentage,TotalReboundsPercentage,TripleDoubles,TrueShootingAttempts,TrueShootingPercentage,TurnOversPercentage,Turnovers,TwoPointersAttempted,TwoPointersMade,TwoPointersPercentage,Updated,UsageRatePercentage
0,0,41.7,6.0,24.8,2.3,232.2,27.7,3.4,68.5,705.4,749.2,753.9,749.2,753.9,109.3,66.5,68.5,93.5,55.2,66.5,53,20000027,False,953,Tyson Chandler,102.6,12.9,121.7,14.8,20000528,-41.7,188.2,C,334.7,2019,1,30,6,576323,23.7,1.3,LAL,27,1.1,0.0,0.0,20.5,0.0,150.5,70.4,25.5,44.0,108.2,66.5,69.3,2019-03-05T18:19:44,9.5
1,1,254.7,39.9,4.5,0.4,147.6,17.6,11.3,54.1,883.6,975.1,920.8,975.1,920.8,305.4,128.5,47.4,27.0,16.9,70.4,30,20000027,False,955,Rajon Rondo,27.0,3.4,82.3,16.7,20000530,-117.2,309.9,PG,174.7,2019,1,61,13,577197,32.7,1.8,LAL,27,95.8,36.1,42.4,10.7,1.1,317.3,55.0,25.4,92.4,209.6,92.4,49.7,2019-03-05T18:19:44,20.1
2,2,415.9,41.6,32.7,1.6,395.6,24.4,30.4,63.6,2593.3,2814.7,2698.2,2814.7,2698.2,1005.3,512.8,57.5,397.8,266.0,75.4,46,20000027,False,1848,LeBron James,53.0,3.4,87.9,34.5,20000571,83.4,1399.7,SF,448.5,2019,1,34,46,577201,72.1,2.1,LAL,27,308.8,108.2,39.4,14.1,6.8,1180.3,66.8,14.8,178.1,696.5,404.6,65.5,2019-03-05T18:19:44,34.4
3,3,74.4,8.6,36.1,2.6,172.4,15.7,1.1,57.3,871.2,949.8,927.5,949.8,927.5,337.0,130.7,43.7,91.3,74.4,91.9,53,20000027,False,1246,Mike Muscala,58.6,5.6,135.2,14.0,20000613,39.4,418.1,PF,231.0,2019,1,11,6,575675,20.3,0.9,LAL,27,242.3,82.3,38.3,10.8,0.0,377.1,62.5,12.8,48.5,94.7,48.5,57.7,2019-03-05T18:19:44,16.0
4,4,135.2,20.1,6.8,0.6,167.9,18.0,0.0,59.1,941.3,1029.0,988.6,1029.0,988.6,421.5,184.8,49.5,73.3,49.6,76.3,60,20000027,False,1061,Lance Stephenson,30.4,3.4,111.6,17.5,20000751,-103.7,490.2,SG,198.4,2019,1,42,0,577210,40.6,2.0,LAL,27,186.0,71.0,43.1,10.9,0.0,453.7,60.9,17.7,84.5,235.5,113.8,54.4,2019-03-05T18:19:44,23.8
5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20000027,False,0,Travis Wear,0.0,0.0,0.0,0.0,20000792,0.0,0.0,SF,0.0,2019,1,0,0,577212,0.0,0.0,LAL,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-05T18:19:44,0.0
6,6,78.9,7.1,11.3,0.6,149.9,10.2,0.0,59.5,1134.2,1223.6,1206.3,1223.6,1206.3,559.0,240.1,48.3,125.1,107.1,96.5,64,20000027,False,1676,Kentavious Caldwell-Pope,38.3,2.7,111.6,16.1,20000811,-151.0,696.5,SG,188.2,2019,1,24,12,577214,60.9,1.9,LAL,27,321.2,109.3,38.3,6.5,0.0,614.0,63.9,8.6,50.7,237.8,130.7,62.0,2019-03-05T18:19:44,18.6
7,7,42.8,5.4,121.7,8.1,271.6,22.9,6.8,69.2,1505.7,1582.0,1663.5,1582.0,1663.5,510.5,312.2,68.9,126.2,82.3,73.5,57,20000027,False,1350,JaVale McGee,151.0,13.4,163.4,27.2,20000828,-100.3,707.8,C,422.6,2019,1,65,44,577216,36.1,1.4,LAL,27,9.0,1.1,14.1,18.2,0.0,566.1,70.4,15.3,89.0,501.5,311.1,69.9,2019-03-05T18:19:44,22.7
8,8,138.6,11.2,12.4,0.6,147.6,9.1,0.0,61.1,1138.2,1254.4,1185.5,1254.4,1185.5,578.2,238.9,46.5,83.4,72.1,97.5,53,20000027,False,1843,Reggie Bullock,23.7,1.5,107.1,13.9,20000896,5.6,697.6,SF,171.3,2019,1,14,53,576455,34.9,1.0,LAL,27,383.2,147.6,43.4,5.4,0.0,614.8,63.9,11.2,67.6,195.0,91.3,52.7,2019-03-05T18:19:44,17.3
9,9,28.2,16.5,11.3,3.2,53.0,19.3,0.0,56.0,339.8,360.1,361.2,360.1,361.2,172.4,84.5,55.2,44.0,31.6,80.9,26,20000027,False,312,Michael Beasley,14.7,5.6,47.3,21.9,20000928,-44.0,204.0,SF,67.6,2019,1,32,2,577219,10.1,1.7,LAL,27,19.2,3.4,19.8,12.6,0.0,191.8,60.0,15.4,30.4,153.3,81.1,59.6,2019-03-05T18:19:44,33.3
10,10,173.6,14.5,34.9,1.6,254.7,14.6,2.3,58.5,1679.7,1788.3,1746.2,1788.3,1746.2,821.6,408.0,56.0,325.7,219.8,76.1,52,20000027,False,1983,Brandon Ingram,46.2,2.8,167.9,18.6,20001671,-66.5,1070.6,SF,300.9,2019,1,32,52,577227,31.6,0.8,LAL,27,105.9,34.9,37.2,8.8,0.0,964.9,62.5,14.8,145.4,715.6,373.0,58.7,2019-03-05T18:19:44,26.2
11,11,2.3,10.6,2.3,6.9,0.0,0.0,0.0,56.4,16.0,16.6,18.3,16.6,18.3,4.5,2.3,56.4,4.5,1.1,28.2,7,20000027,False,29,Alex Caruso,1.1,4.6,4.5,10.7,20001801,-1.1,6.8,SG,1.1,2019,1,15,0,577235,0.0,0.0,LAL,27,1.1,1.1,112.7,2.2,0.0,6.5,56.4,0.0,0.0,3.4,1.1,37.5,2019-03-05T18:19:44,10.3
12,12,287.4,26.7,21.4,1.2,222.0,15.8,4.5,54.9,1376.9,1499.8,1476.0,1499.8,1476.0,513.9,208.5,45.8,54.1,22.5,47.0,47,20000027,False,1602,Lonzo Ball,60.9,4.5,128.5,16.1,20001823,-18.0,524.1,PG,282.9,2019,1,39,45,577236,77.8,2.5,LAL,27,257.0,84.5,37.1,10.3,1.1,537.7,54.9,20.0,116.1,257.0,124.0,54.3,2019-03-05T18:19:44,19.1
13,13,94.7,7.9,42.8,2.2,224.3,14.5,4.5,57.4,1166.9,1265.6,1275.1,1265.6,1275.1,486.9,200.6,46.4,85.7,59.7,78.6,61,20000027,False,1755,Josh Hart,37.2,2.5,157.8,13.1,20001853,10.1,556.7,SG,261.5,2019,1,57,21,577240,65.4,1.9,LAL,27,286.3,95.8,37.8,8.7,0.0,524.6,59.8,11.9,62.0,200.6,104.8,58.8,2019-03-05T18:19:44,15.7
14,14,165.7,12.5,24.8,1.0,317.8,16.3,3.4,59.3,1975.7,2128.3,2040.0,2128.3,2040.0,1041.3,484.6,52.4,235.5,179.2,85.8,60,20000027,False,2225,Kyle Kuzma,63.1,3.4,160.0,20.1,20001858,-32.7,1273.5,PF,380.9,2019,1,43,58,577242,39.4,0.9,LAL,27,401.2,125.1,35.2,10.0,0.0,1145.0,62.7,11.6,131.9,640.1,359.5,63.3,2019-03-05T18:19:44,26.9
15,15,6.8,27.0,0.0,0.0,3.4,11.2,0.0,22.5,31.8,33.2,35.2,33.2,35.2,11.3,2.3,22.5,7.9,4.5,64.4,8,20000027,False,33,Isaac Bonga,3.4,11.8,3.4,13.2,20002018,3.4,9.0,PG,6.8,2019,1,34,0,577249,3.4,5.2,LAL,27,2.3,0.0,0.0,11.5,0.0,14.7,34.7,14.9,2.3,9.0,2.3,28.2,2019-03-05T18:19:44,23.2
16,16,11.3,9.9,3.4,1.7,29.3,18.6,0.0,57.1,159.4,175.5,169.5,175.5,169.5,75.5,31.6,47.1,16.9,10.1,67.6,25,20000027,False,179,Moritz Wagner,12.4,8.2,20.3,16.9,20002036,-53.0,86.8,PF,41.7,2019,1,33,0,577252,6.8,2.0,LAL,27,37.2,13.5,41.0,13.5,0.0,82.9,59.1,16.9,14.7,38.3,18.0,53.1,2019-03-05T18:19:44,25.4
17,17,4.5,6.6,4.5,4.0,11.3,12.7,0.0,62.0,70.1,72.4,75.7,72.4,75.7,22.5,12.4,62.0,5.6,1.1,22.5,7,20000027,False,100,Johnathan Williams,12.4,14.7,22.5,13.0,20002073,-19.2,25.9,PF,23.7,2019,1,28,0,578487,1.1,0.6,LAL,27,0.0,0.0,0.0,13.7,0.0,25.0,58.9,9.3,2.3,22.5,12.4,62.0,2019-03-05T18:19:44,12.7
18,0,387.7,31.5,54.1,3.0,349.4,24.1,7.9,54.7,1578.7,1696.1,1713.9,1696.1,1713.9,341.5,148.8,49.1,75.5,54.1,80.7,48,20000026,False,1685,Draymond Green,49.6,3.7,174.7,17.2,20000482,315.6,385.4,PF,399.0,2019,1,24,48,575663,81.1,2.6,GS,26,131.9,33.8,28.9,14.3,0.0,374.7,57.9,30.2,137.5,209.6,115.0,61.8,2019-03-05T18:19:44,14.6
19,1,306.5,27.0,21.4,1.0,269.4,15.5,2.3,68.7,2525.4,2778.1,2622.3,2778.1,2622.3,1167.6,560.1,54.1,263.7,242.3,103.6,52,20000026,False,2017,Stephen Curry,39.4,2.5,145.4,33.8,20000485,510.5,1665.7,PG,308.8,2019,1,28,52,575664,75.5,2.0,GS,26,696.5,303.2,49.0,9.2,0.0,1283.6,73.1,12.8,164.5,471.1,257.0,61.4,2019-03-05T18:19:44,34.6
20,2,156.7,11.3,42.8,1.7,236.7,11.6,0.0,62.3,2213.8,2382.2,2334.4,2382.2,2334.4,1258.9,591.7,53.0,152.1,124.0,91.9,61,20000026,False,2361,Klay Thompson,32.7,1.7,144.3,23.3,20000486,262.6,1515.8,SG,269.4,2019,1,33,61,575665,77.8,1.8,GS,26,526.3,208.5,44.6,6.9,0.0,1325.8,64.5,8.0,101.4,732.6,383.2,58.9,2019-03-05T18:19:44,29.1
21,3,201.7,18.9,51.8,3.3,196.1,15.4,0.0,66.2,1128.9,1188.1,1236.0,1188.1,1236.0,284.0,142.0,56.4,69.9,40.6,65.5,55,20000026,False,1474,Andre Iguodala,41.7,3.6,87.9,17.5,20000487,329.1,373.0,SF,237.8,2019,1,41,11,575666,55.2,2.0,GS,26,135.2,48.5,40.3,9.7,0.0,314.7,66.7,14.4,46.2,148.8,93.5,70.9,2019-03-05T18:19:44,11.8
22,4,103.7,17.0,27.0,3.0,67.6,9.1,0.0,54.8,600.7,623.5,658.2,623.5,658.2,199.5,96.9,54.8,51.8,42.8,93.1,50,20000026,False,862,Shaun Livingston,39.4,5.7,64.2,15.7,20000488,28.2,236.7,PG,107.1,2019,1,16,0,575667,30.4,1.9,GS,26,2.3,0.0,0.0,7.5,0.0,222.3,60.1,15.3,34.9,197.2,96.9,55.3,2019-03-05T18:19:44,14.4
23,5,91.3,11.4,13.5,1.1,215.3,21.6,1.1,62.5,935.5,1003.0,968.2,1003.0,968.2,329.1,152.1,52.1,72.1,58.6,91.5,58,20000026,False,1158,Jonas Jerebko,75.5,8.2,127.4,17.8,20000563,120.6,424.9,PF,290.8,2019,1,34,6,575671,19.2,0.9,GS,26,174.7,62.0,40.0,15.1,0.0,360.8,66.4,11.4,40.6,154.4,90.2,65.8,2019-03-05T18:19:44,16.7
24,6,57.5,20.4,24.8,5.2,121.7,31.1,6.8,55.1,602.2,647.2,650.6,647.2,650.6,211.9,96.9,51.5,100.3,76.6,86.1,16,20000026,False,453,DeMarcus Cousins,23.7,6.5,64.2,28.2,20000862,-6.8,285.1,C,145.4,2019,1,55,16,575685,23.7,2.8,GS,26,54.1,14.7,30.5,19.3,0.0,256.0,62.8,15.4,40.6,157.8,82.3,58.7,2019-03-05T18:19:44,31.5
25,7,402.3,28.6,82.3,3.1,446.3,20.9,15.8,63.6,3171.5,3395.1,3306.7,3395.1,3306.7,1322.0,678.5,57.8,498.1,440.7,99.7,62,20000026,False,2482,Kevin Durant,36.1,1.8,136.4,33.4,20000884,588.3,1930.6,SF,482.4,2019,1,31,62,575689,53.0,1.1,GS,26,367.4,133.0,40.8,11.7,2.3,1541.1,70.6,13.6,211.9,954.6,545.5,64.4,2019-03-05T18:19:44,34.0
26,8,119.5,12.5,53.0,3.6,220.9,18.4,1.1,68.5,1227.5,1273.2,1319.9,1273.2,1319.9,307.7,187.1,68.5,96.9,60.9,70.8,62,20000026,False,1389,Kevon Looney,174.7,15.8,192.7,21.2,20001455,294.1,436.1,SF,395.6,2019,1,22,24,575692,39.4,1.5,GS,26,11.3,1.1,11.3,17.2,0.0,350.3,70.1,13.4,47.3,296.4,186.0,70.7,2019-03-05T18:19:44,13.8
27,9,93.5,17.1,3.4,0.4,112.7,15.4,0.0,59.7,703.4,757.9,727.0,757.9,727.0,355.0,158.9,50.5,22.5,16.9,84.5,55,20000026,False,848,Quinn Cook,20.3,3.0,77.8,17.6,20001573,-71.0,393.3,PG,133.0,2019,1,15,8,575696,20.3,1.3,GS,26,157.8,58.6,41.8,9.5,0.0,364.9,60.7,10.4,37.2,197.2,100.3,57.4,2019-03-05T18:19:44,22.8
28,10,31.6,9.8,28.2,5.8,49.6,12.5,0.0,80.7,360.6,373.9,402.3,373.9,402.3,83.4,59.7,80.7,41.7,27.0,73.1,24,20000026,False,460,Damian Jones,34.9,9.5,71.0,19.6,20001689,18.0,146.5,C,84.5,2019,1,41,22,575700,13.5,1.6,GS,26,0.0,0.0,0.0,11.0,0.0,101.7,80.9,17.0,18.0,83.4,59.7,80.7,2019-03-05T18:19:44,12.5
29,11,3.4,1.8,0.0,0.0,34.9,14.6,0.0,66.5,186.1,203.4,197.3,203.4,197.3,87.9,40.6,52.1,16.9,13.5,90.2,21,20000026,False,277,Damion Lee,7.9,3.6,27.0,15.8,20001791,-21.4,116.1,SG,42.8,2019,1,51,0,575707,11.3,2.2,GS,26,48.5,21.4,49.8,9.3,0.0,95.3,68.6,9.7,9.0,39.4,19.2,54.8,2019-03-05T18:19:44,18.1
30,12,68.7,14.6,46.2,6.5,113.8,19.7,0.0,60.5,593.4,616.2,661.0,616.2,661.0,153.3,82.3,60.5,37.2,23.7,71.7,52,20000026,False,671,Jordan Bell,49.6,9.3,74.4,18.8,20001846,-47.3,188.2,PF,163.4,2019,1,49,2,575712,21.4,1.7,GS,26,2.3,0.0,0.0,14.7,0.0,169.6,62.5,16.6,29.3,151.0,82.3,61.4,2019-03-05T18:19:44,14.2
31,13,25.9,4.5,12.4,1.4,129.6,18.1,1.1,61.4,581.9,623.5,607.8,623.5,607.8,235.5,112.7,53.9,34.9,18.0,58.2,53,20000026,False,828,Alfonzo McKinnie,72.1,10.9,111.6,14.3,20001907,25.9,276.1,SF,201.7,2019,1,52,3,575718,13.5,0.9,GS,26,96.9,32.7,38.0,14.7,0.0,250.9,62.1,11.0,27.0,138.6,80.0,65.0,2019-03-05T18:19:44,16.1
32,14,14.7,17.3,1.1,0.9,9.0,9.3,0.0,27.0,46.5,51.0,48.8,51.0,48.8,28.2,6.8,27.0,1.1,0.0,0.0,23,20000026,False,111,Jacob Evans,1.1,1.3,14.7,-0.5,20002034,-30.4,14.7,SG,10.1,2019,1,29,0,575723,1.1,0.5,GS,26,6.8,1.1,18.8,5.5,0.0,28.7,28.7,21.5,6.8,21.4,5.6,29.6,2019-03-05T18:19:44,15.2
33,15,1.1,2.9,1.1,1.7,3.4,6.4,0.0,56.4,42.9,47.9,44.1,47.9,44.1,27.0,11.3,47.0,4.5,3.4,84.5,9,20000026,False,60,Marcus Derrickson,5.6,11.6,10.1,14.3,20002051,-22.5,31.6,PF,9.0,2019,1,10,0,575724,0.0,0.0,GS,26,15.8,5.6,40.2,8.9,0.0,29.0,60.6,11.8,3.4,11.3,5.6,56.4,2019-03-05T18:19:44,25.6
34,0,21.4,7.3,14.7,3.0,76.6,21.1,0.0,61.6,348.4,358.1,379.9,358.1,379.9,96.9,53.0,61.6,42.8,30.4,80.1,32,20000022,False,475,Nene Hilario,28.2,7.2,76.6,15.8,20000439,71.0,136.4,C,104.8,2019,1,25,2,576288,16.9,2.0,HOU,22,2.3,0.0,0.0,14.0,0.0,115.8,66.5,8.1,9.0,94.7,53.0,63.1,2019-03-05T18:19:44,12.9
35,1,119.5,11.6,23.7,1.2,122.8,8.8,0.0,55.7,1312.7,1439.7,1373.6,1439.7,1373.6,815.9,322.3,44.5,149.9,117.2,88.1,50,20000022,False,1839,Eric Gordon,16.9,1.1,126.2,15.1,20000471,144.3,923.0,SG,139.7,2019,1,58,35,576299,37.2,1.1,HOU,22,489.1,161.2,37.1,4.8,0.0,881.9,58.9,9.3,78.9,326.8,161.2,55.6,2019-03-05T18:19:44,25.6
36,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1,20000022,False,1,Terrence Jones,0.0,0.0,0.0,-34.0,20000542,-9.0,0.0,PF,0.0,2019,1,20,0,663149,0.0,0.0,HOU,22,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.1,0.0,0.0,2019-03-05T18:19:44,37.8
37,3,504.9,44.4,50.7,2.0,375.3,19.8,25.9,60.9,3755.8,4167.1,3949.7,4167.1,3949.7,1637.5,720.2,49.6,765.2,670.6,98.7,59,20000022,False,2490,James Harden,62.0,3.0,216.4,38.4,20000544,145.4,2438.8,PG,437.3,2019,1,16,59,576328,143.1,3.2,HOU,22,901.6,328.0,41.0,11.1,6.8,1974.2,69.6,17.1,352.8,735.9,392.2,60.1,2019-03-05T18:19:44,45.8
38,4,76.6,7.9,93.5,4.9,422.6,30.0,34.9,71.5,2007.0,2133.7,2133.2,2133.7,2133.2,615.3,389.9,71.5,209.6,130.7,70.3,48,20000022,False,1850,Clint Capela,252.4,16.7,142.0,28.4,20000549,55.2,910.6,C,675.1,2019,1,37,48,576329,32.7,1.0,HOU,22,0.0,0.0,0.0,23.1,0.0,707.6,72.5,11.6,81.1,615.3,389.9,71.5,2019-03-05T18:19:44,20.9
39,5,110.4,13.4,23.7,1.7,131.9,12.8,0.0,54.4,911.3,986.7,991.3,986.7,991.3,420.4,157.8,42.3,46.2,38.3,93.4,48,20000022,False,1349,Iman Shumpert,23.7,2.1,113.8,13.2,20000576,-80.0,444.0,SG,155.5,2019,1,14,40,576338,56.4,2.3,HOU,22,253.6,90.2,40.1,7.3,0.0,440.7,56.8,10.4,45.1,166.8,67.6,45.6,2019-03-05T18:19:44,17.7
40,6,374.2,44.4,12.4,0.8,173.6,15.4,14.7,57.9,1604.4,1751.9,1708.1,1751.9,1708.1,561.2,238.9,48.0,175.8,148.8,95.3,40,20000022,False,1477,Chris Paul,27.0,2.2,121.7,24.6,20000664,124.0,724.7,PG,200.6,2019,1,30,40,576376,91.3,3.4,HOU,22,275.0,98.0,40.2,8.6,1.1,638.6,64.0,19.0,129.6,286.3,140.9,55.4,2019-03-05T18:19:44,25.5
41,7,158.9,14.1,23.7,1.2,131.9,9.4,0.0,56.1,1065.4,1155.5,1130.7,1155.5,1130.7,525.2,213.0,45.8,93.5,50.7,61.1,59,20000022,False,1840,Austin Rivers,24.8,1.6,189.3,10.7,20000667,34.9,574.8,PG,156.7,2019,1,57,15,577207,41.7,1.3,HOU,22,304.3,98.0,36.3,5.4,0.0,566.3,57.1,11.8,66.5,220.9,115.0,58.6,2019-03-05T18:19:44,16.9
42,8,20.3,6.1,21.4,3.2,130.7,27.0,13.5,70.0,672.8,722.7,707.8,722.7,707.8,228.8,137.5,67.7,87.9,55.2,70.8,28,20000022,False,635,Kenneth Faried,89.0,17.1,71.0,27.4,20000821,5.6,338.1,PF,219.8,2019,1,38,13,576426,13.5,1.2,HOU,22,20.3,7.9,43.8,21.9,0.0,267.5,71.2,11.1,29.3,208.5,129.6,70.1,2019-03-05T18:19:44,22.9
43,9,41.7,5.1,25.9,1.8,144.3,13.4,0.0,61.3,961.9,1068.7,1013.7,1068.7,1013.7,541.0,222.0,46.2,60.9,49.6,91.9,59,20000022,False,1414,Gerald Green,30.4,2.6,126.2,14.6,20000851,196.1,637.9,SG,174.7,2019,1,60,0,576440,25.9,1.0,HOU,22,411.4,144.3,39.6,7.8,0.0,567.7,63.3,9.4,51.8,129.6,77.8,67.6,2019-03-05T18:19:44,21.5
44,10,86.8,5.4,32.7,1.3,326.8,17.2,3.4,61.1,1447.2,1568.8,1595.9,1568.8,1595.9,474.5,191.6,45.5,62.0,41.7,75.8,63,20000022,False,2494,P.J. Tucker,110.4,5.4,224.3,11.8,20000856,81.1,554.5,SF,437.3,2019,1,42,63,576443,116.1,2.6,HOU,22,340.4,129.6,42.9,11.1,0.0,501.7,62.3,12.0,59.7,134.1,62.0,52.1,2019-03-05T18:19:44,11.0
45,11,7.9,11.3,0.0,0.0,5.6,6.5,0.0,53.1,60.3,65.6,61.4,65.6,61.4,38.3,13.5,39.8,4.5,4.5,112.7,15,20000022,False,113,James Nunnally,0.0,0.0,11.3,10.2,20001004,-27.0,40.6,SF,5.6,2019,1,34,0,576462,1.1,0.5,HOU,22,28.2,9.0,36.1,3.1,0.0,40.3,56.4,3.1,1.1,10.1,4.5,50.0,2019-03-05T18:19:44,17.8
46,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.7,2.3,2.3,2.3,2.3,2.3,1.1,1.1,112.7,0.0,0.0,0.0,1,20000022,False,0,Zhou Qi,0.0,0.0,0.0,101.9,20001723,-2.3,2.3,PF,0.0,2019,1,64,0,576528,0.0,0.0,HOU,22,0.0,0.0,0.0,0.0,0.0,1.1,112.7,0.0,0.0,1.1,1.1,112.7,2019-03-05T18:19:44,51.7
47,13,29.3,6.9,11.3,1.6,77.8,14.6,0.0,65.5,447.2,487.1,474.2,487.1,474.2,174.7,80.0,51.6,62.0,50.7,92.2,25,20000022,False,698,Danuel House,22.5,3.9,50.7,15.6,20001747,80.0,254.7,PF,100.3,2019,1,16,12,604495,15.8,1.3,HOU,22,112.7,44.0,44.0,9.1,0.0,202.0,71.1,12.8,25.9,62.0,36.1,65.6,2019-03-05T18:19:44,16.0
48,14,15.8,10.1,13.5,5.3,29.3,15.5,0.0,57.7,175.1,186.2,196.5,186.2,196.5,46.2,22.5,55.0,15.8,12.4,88.6,27,20000022,False,247,Isaiah Hartenstein,23.7,11.7,63.1,11.9,20001874,42.8,59.7,PF,53.0,2019,1,6,0,576575,7.9,1.8,HOU,22,6.8,2.3,37.5,13.5,0.0,53.1,63.6,24.3,14.7,39.4,20.3,57.9,2019-03-05T18:19:44,13.4
49,15,0.0,0.0,0.0,0.0,1.1,8.4,0.0,56.4,6.1,6.8,6.1,6.8,6.1,4.5,1.1,28.2,0.0,0.0,0.0,2,20000022,False,16,Vincent Edwards,1.1,7.8,0.0,5.3,20002025,-2.3,3.4,SF,2.3,2019,1,48,0,576621,0.0,0.0,HOU,22,4.5,1.1,28.2,8.1,0.0,4.5,42.3,0.0,0.0,0.0,0.0,0.0,2019-03-05T18:19:44,12.5
50,16,16.9,4.1,25.9,3.9,92.4,19.1,0.0,52.6,374.7,401.2,417.6,401.2,417.6,135.2,45.1,37.5,7.9,7.9,112.7,39,20000022,False,635,Gary Clark,20.3,3.9,47.3,10.8,20002109,36.1,134.1,PF,112.7,2019,1,51,2,576649,16.9,1.5,HOU,22,121.7,36.1,33.4,11.2,0.0,138.7,54.5,4.4,5.6,13.5,9.0,75.2,2019-03-05T18:19:44,11.1
51,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20000022,False,0,Chris Chiozza,0.0,0.0,0.0,0.0,20002233,0.0,0.0,PG,0.0,2019,1,0,0,663150,0.0,0.0,HOU,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-03-05T18:19:44,0.0
